NODE_COORD_SECTION
1	47.46494	-122.23107
2	47.25015	-122.18348
3	47.32884	-122.36547
4	47.34292	-122.33282
5	47.50472	-122.25102
6	47.25091	-122.20367
7	47.76986	-122.21958
8	47.68124	-122.30994
9	47.56282	-122.02184
10	47.35755	-122.16887
11	47.75815	-122.07514
12	47.69067	-122.3042
13	47.34344	-122.16432
14	47.63238	-122.3644
15	47.82881	-122.23779
16	47.73537	-122.0453
17	47.19175	-122.43792
18	47.8541	-122.27818
19	47.69198	-122.17302
20	47.50031	-122.35383
21	47.48132	-122.32269
22	47.68677	-122.32108
23	47.83733	-122.1918
24	47.49729	-122.23103
25	47.60351	-122.30281
26	47.63847	-122.35894
27	47.59868	-122.30636
28	47.4524	-122.20727
29	47.68018	-122.30286
30	47.77456	-122.23729
31	47.20416	-122.41532
32	47.86579	-122.30701
33	47.77153	-122.20895
34	47.50738	-122.38548
35	47.77455	-122.21513
36	47.77586	-122.16838
37	47.33701	-122.2765
38	47.78671	-122.23464
39	47.22371	-122.19354
40	47.79559	-122.17871
41	47.3359	-122.27695
42	47.28591	-122.36986
43	47.2669	-122.46817
44	47.61761	-122.29322
45	47.21657	-122.5516
46	47.85596	-122.22852
47	47.19577	-122.48114
48	47.76799	-122.20977
49	47.27839	-122.50919
50	47.66464	-122.32614
51	47.29443	-122.18932
52	47.5045	-122.24048
53	47.79129	-122.19195
54	48.06546	-122.11583
55	47.60024	-122.29401
56	47.18464	-122.45508
57	47.23889	-122.18473
58	47.10275	-122.27025
59	47.36698	-122.1129
60	47.31179	-122.39018
61	47.65765	-122.27565
62	47.50194	-122.24381
63	47.26794	-122.29085
64	47.55267	-121.99677
65	47.10459	-122.3
66	47.79451	-122.25053
67	47.22121	-122.18207
68	47.91837	-122.31445
69	47.67469	-122.26124
70	47.23529	-122.54198
71	48.0759	-122.12684
72	47.18641	-122.40778
73	47.71797	-122.22682
74	47.33894	-122.29045
75	47.29424	-122.38749
76	47.19818	-122.23528
77	47.80649	-122.19056
